index,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,accommodates,elev,entire_home_apt,hotel_room,private_room,shared_room
10936,10005014,A Superb Triplex 2-BDR  in Le Marais,11593703,Pick A Flat,Temple,48.86814,2.35899,Entire home/apt,171,2,125,62,223,2,6,False,1,0,0,0
10940,10007317,125M² LUXURY APT - PARC MONCEAU,24212,Nicolas,Élysée,48.88009,2.31592,Entire home/apt,220,365,3,1,365,0,5,True,1,0,0,0
10942,10009143,Votre appartement parisien_Bail Mobilité,3480757,Diana,Élysée,48.87324,2.31577,Entire home/apt,110,30,8,1,253,2,2,False,1,0,0,0
10943,10009152,Cosy flat in Montmartre,6485194,Laurent,Buttes-Montmartre,48.89236,2.34433,Entire home/apt,119,7,18,2,191,6,4,False,1,0,0,0
10945,10010861,"INSURANCE INCLUDED- 2BR, lift, Paris 1st, modern",9044891,Glamaparis,Louvre,48.86349,2.34211,Entire home/apt,317,6,10,23,254,2,4,True,1,0,0,0
10951,10016909,St Germain luxurious Art Deco Loft,51439892,Barbara,Luxembourg,48.85591,2.33615,Entire home/apt,335,3,79,1,212,2,4,False,1,0,0,0
10956,10025997,Coup de Coeur à Pigalle/Montmartre,2902600,Axel,Opéra,48.88154,2.346,Entire home/apt,75,365,4,1,362,0,2,False,1,0,0,0
10960,10029285,"Café Gourmand, 2BR/1BA, 4 people",49869502,Gael,Temple,48.8623,2.36576,Entire home/apt,226,91,3,54,18,0,4,False,1,0,0,0
10963,10032107,"Paris 1st, 3 BD 2 BTH, 1st floor lift",9044891,Glamaparis,Louvre,48.86132,2.34713,Entire home/apt,560,4,14,23,99,0,6,False,1,0,0,0
10968,10036763,"Ile St Louis & Notre Dame,  the Perfect Location !",51522030,Nishu,Hôtel-de-Ville,48.85097,2.35501,Entire home/apt,155,6,42,1,285,0,2,False,1,0,0,0
10969,10037623,Beau et artistique avec 2 terrasses,22990261,Nicole And Albert,Vaugirard,48.84324,2.28359,Entire home/apt,160,3,40,1,350,5,4,False,1,0,0,0
10971,10039567,Appartement au coeur de Paris,51511995,Adrien,Passy,48.8604,2.27354,Entire home/apt,99,3,22,2,47,2,4,False,1,0,0,0
10976,10046800,Sweet Inn | Charming 1BR in Saint Germain,51567288,Sweet Inn,Luxembourg,48.85283,2.33807,Entire home/apt,212,2,15,57,188,4,2,False,1,0,0,0
10980,10049291,Sweet Inn | Designed Apt. by the Champs-Elysées,51567288,Sweet Inn,Élysée,48.87178,2.30671,Entire home/apt,415,2,67,57,182,7,9,False,1,0,0,0
10981,10049679,PARIS 4° CENTRE - MARAIS/BEAUBOURG,6851238,Victoria,Temple,48.86312,2.35113,Entire home/apt,166,1,282,4,59,44,4,False,1,0,0,0
10982,10051216,"Coeur Marais 2P charme, 44 m2",42353213,Dominique,Hôtel-de-Ville,48.85961,2.35536,Entire home/apt,140,30,10,1,253,0,4,False,1,0,0,0
10983,10052408,Jolie chambre très lumineuse,27700899,Nicole,Batignolles-Monceau,48.89312,2.32587,Private room,65,2,11,2,356,0,2,False,0,0,1,0
10989,10065140,"Joli duplex familial à bastille, 3 ch, 7pl, 80 m2",51649238,Marie-Laure,Popincourt,48.85583,2.37427,Entire home/apt,160,2,66,2,5,7,7,False,1,0,0,0
10990,10066800,"Montmartre, apartment in the sky,",51657345,Helene,Buttes-Montmartre,48.88913,2.34624,Entire home/apt,190,4,23,1,310,1,3,False,1,0,0,0
10993,10077270,Marais/Pompidou/Picasso Museum,51708734,Claude,Temple,48.86659,2.35654,Entire home/apt,78,3,198,1,269,22,4,False,1,0,0,0
11001,10087283,"Room 2 people, Paris 14",38824957,Raphaël,Observatoire,48.83108,2.32281,Private room,57,2,17,2,307,0,2,False,0,0,1,0
11004,10094334,Luxury penthouse 3 BR Amazing sight Eiffel Tower,28634995,Michel,Passy,48.85066,2.2777,Entire home/apt,350,3,130,1,142,4,6,False,1,0,0,0
11006,10095736,Paris 5e Quartier Latin 2 pieces en Bail Mobilité,51518634,Sonia,Panthéon,48.83735,2.34787,Entire home/apt,60,30,45,1,309,0,2,False,1,0,0,0
11019,10102527,Bellefond Montmartre,51843220,Marco,Opéra,48.87857,2.34715,Entire home/apt,90,4,16,1,284,2,2,False,1,0,0,0
11021,10109308,"Carol, 1Ch/1Sdb, 2 personnes",7642792,Ludovic,Hôtel-de-Ville,48.85404,2.36129,Entire home/apt,150,91,0,193,103,0,2,False,1,0,0,0
11023,10109617,Bonne Nouvelle - Conservatoire 2 Bd,5027164,International Home Owners,Opéra,48.87298,2.34657,Entire home/apt,139,30,3,74,6,0,3,False,1,0,0,0
11024,10110116,Cute apartment by the Musée d'Orsay,8061549,Letizia,Palais-Bourbon,48.86006,2.32463,Entire home/apt,83,2,130,1,5,29,3,False,1,0,0,0
11025,10110138,Studio - 18ème,37902288,Cécile,Buttes-Montmartre,48.88891,2.35515,Entire home/apt,66,2,13,1,274,2,2,False,1,0,0,0
11026,10110180,"Nectar, 3BR/3BA, 6 people",7642792,Ludovic,Temple,48.86218,2.36253,Entire home/apt,404,4,17,193,329,1,6,False,1,0,0,0
11027,10110662,"Black Pearl, 1BR/1BA, 2 people",7642792,Ludovic,Temple,48.86428,2.36232,Entire home/apt,170,3,8,193,309,6,2,True,1,0,0,0
11034,10115640,"Appartement entier tout neuf, Paris 36m2",50526232,Hubert,Gobelins,48.83487,2.35532,Entire home/apt,98,2,5,1,4,5,3,False,1,0,0,0
11035,10117798,Paris- Sacre Coeur,51749410,Eleonora,Buttes-Montmartre,48.89502,2.36444,Private room,65,1,0,1,345,0,2,False,0,0,1,0
11043,10128753,Studio with floor-to-ceiling window and balcony,1694065,Eva,Popincourt,48.86556,2.38046,Entire home/apt,62,30,0,4,72,0,2,True,1,0,0,0
11044,10129773,1 Bedroom apartment rue de la Huchette,3971743,Diane,Panthéon,48.85218,2.34724,Entire home/apt,179,5,26,24,160,1,4,True,1,0,0,0
11045,10129961,"Huchette, 2 bedrooms Duplex Air conditionning",3971743,Diane,Panthéon,48.8518,2.34633,Entire home/apt,264,5,24,24,343,0,6,False,1,0,0,0
11047,10130386,Modern cozy flat in the Marais,3889576,Alexandra,Temple,48.86585,2.35835,Entire home/apt,119,1,3,2,279,1,4,False,1,0,0,0
11055,10147261,Louvre Opera Private,10598872,Agence Rental,Bourse,48.87085,2.33829,Entire home/apt,170,3,96,19,186,3,6,False,1,0,0,0
11058,10151360,Appartement T3 proche Tour Eiffel,52100248,Anne-Marie,Vaugirard,48.84911,2.29642,Entire home/apt,112,6,50,1,97,6,4,True,1,0,0,0
11059,10152208,"Grand T2 lumineux, au cœur de Montmartre/Pigalle",52083894,Matthieu,Opéra,48.88139,2.34008,Entire home/apt,105,2,12,1,38,12,3,False,1,0,0,0
11060,10153988,Nid calme / full light space,12427123,François-Xavier,Observatoire,48.83113,2.31522,Entire home/apt,64,2,46,1,66,2,2,False,1,0,0,0
11064,10160529,"Studio Rénové 25m2 , cours privée",35187111,Ruben,Reuilly,48.84902,2.38937,Entire home/apt,73,2,265,1,342,17,2,False,1,0,0,0
11070,10177415,Charming Studio 2mn Champs Elysées,30979526,Quentin,Élysée,48.87385,2.29991,Entire home/apt,123,1,111,1,331,4,3,True,1,0,0,0
11075,10189843,Heart of the Marais studio,52334335,Greg,Hôtel-de-Ville,48.85552,2.36382,Entire home/apt,120,4,103,2,92,0,2,False,1,0,0,0
11080,10199748,"Grand studio calme, Montorgueil",52396994,Anne,Bourse,48.86727,2.34798,Entire home/apt,95,6,35,1,240,3,2,False,1,0,0,0
11082,10203133,2 PIECES ENTIER - BUTTE AUX CAILLES,40788148,Léa,Gobelins,48.826996,2.348231,Entire home/apt,55,6,3,1,38,3,4,False,1,0,0,0
11083,10203457,Charming Studio MontMartre -,52419099,Ian,Batignolles-Monceau,48.89495,2.32752,Entire home/apt,60,4,22,1,163,0,2,False,1,0,0,0
11084,10214849,Sweet Inn | Spacious Duplex by the Champs-Elysées,7612270,Sweet Inn,Élysée,48.87178,2.30671,Entire home/apt,571,2,33,41,91,3,8,False,1,0,0,0
11088,10218864,Appartement Paris le marais,52508591,Hermann,Hôtel-de-Ville,48.86127,2.35267,Entire home/apt,86,3,2,1,272,0,2,False,1,0,0,0
11089,10221101,"Tommy, 1Ch/1Sdb, 3 personnes",7642792,Ludovic,Hôtel-de-Ville,48.85926,2.35387,Entire home/apt,74,91,1,193,264,0,3,False,1,0,0,0
11091,10222326,EIFFEL TOWER - Passy- DISCREET and LUXURIOUS 35m2,17136562,Eric,Passy,48.85799,2.27719,Entire home/apt,143,3,51,1,314,1,7,False,1,0,0,0
11104,10247212,Studio Trocadero Tour Eiffel View,40760308,Renaud Et Costanza,Passy,48.85952,2.27932,Entire home/apt,150,4,33,1,90,0,2,False,1,0,0,0
11108,10257814,Source Hôtel Paris Montmartre,50342512,Christophe,Buttes-Montmartre,48.89554,2.32903,Private room,255,1,8,5,364,0,5,False,0,0,1,0
11110,10262231,"Magnifique maison 230m2, calme et luxe.",34243975,Jean Paul,Buttes-Chaumont,48.88056,2.39037,Entire home/apt,250,4,14,2,75,0,8,False,1,0,0,0
11113,10265594,Luxurious 105m2 / Near Eiffel Tower,31362546,Alex,Passy,48.85006,2.2746,Entire home/apt,220,2,33,1,24,1,5,True,1,0,0,0
11122,10279486,Source Hôtel Montmartre *** PETIT DEJEUNER OFFERT,50342512,Christophe,Batignolles-Monceau,48.8955,2.32798,Private room,110,1,7,5,364,0,2,False,0,0,1,0
11125,10293346,"Chambre Gare de Lyon,privée, chez l'habitant",52953828,Véronique,Reuilly,48.84798,2.3747,Private room,49,1,359,1,35,101,2,False,0,0,1,0
11128,10303595,Appartement proche Montparnasse/Pte de Versailles,15075078,Loïc,Vaugirard,48.84349,2.30184,Entire home/apt,160,4,44,1,337,2,5,False,1,0,0,0
11129,10305140,CHARMING FLAT- 50m2 - Bastille-Gare de Lyon,6152411,Nathalie,Reuilly,48.843231,2.388668,Entire home/apt,90,6,10,1,321,1,3,True,1,0,0,0
11136,10322233,Beau petit studio 22m2,45544789,Xavier,Ménilmontant,48.87239,2.38914,Entire home/apt,46,2,27,1,163,1,2,False,1,0,0,0
11139,10324859,Incredible View of Paris,7634502,Alexandre,Palais-Bourbon,48.85902,2.32436,Private room,109,1,159,2,257,6,2,False,0,0,1,0
11143,10329412,Large Studio (36 m²) - Calm - Montparnasse,53154332,Pascal,Vaugirard,48.84283,2.31852,Entire home/apt,88,7,15,1,258,3,2,False,1,0,0,0
11145,10330977,Charming Apartment Champs-Elysées,6755820,Hassan,Élysée,48.87192,2.30285,Entire home/apt,180,2,16,1,363,0,2,True,1,0,0,0
11150,10334886,"Parisian apartment with Eiffel Tower  view, 2 beds",27803710,Déborah & Thomas,Vaugirard,48.84499,2.2909,Entire home/apt,220,2,64,1,90,2,4,False,1,0,0,0
11154,10338778,A bedroom in a beautiful 2-bedroom apartment,53206182,Arnaud,Buttes-Chaumont,48.87838,2.39517,Private room,50,2,84,1,9,0,3,False,0,0,1,0
11155,10346411,Sweet Inn | Exclusive 1BR Apt. near the Louvre,7612270,Sweet Inn,Louvre,48.85919,2.33989,Entire home/apt,274,2,53,41,178,4,4,False,1,0,0,0
11160,10355414,Beau studio avec balcon,37553728,Maïté,Ménilmontant,48.851242,2.405139,Entire home/apt,55,3,13,1,6,13,3,False,1,0,0,0
11162,10356304,Nice Room in Centrally Located Apt.,64054,David,Gobelins,48.83687,2.36121,Private room,75,1,3,2,89,0,2,False,0,0,1,0
11163,10361325,Apartment 2 in Paris,2514640,Bonita,Observatoire,48.83933,2.3301,Entire home/apt,60,3,20,2,113,3,1,False,1,0,0,0
11165,10372346,"Narcisse, 3BR/3BA, 6 people",52747859,Laurent,Temple,48.85992,2.36391,Entire home/apt,559,4,8,15,173,0,6,False,1,0,0,0
11166,10372560,Architect Duplex Loft with terrace!,44977793,Didier,Entrepôt,48.8711,2.35006,Entire home/apt,500,365,0,1,113,0,4,False,1,0,0,0
11169,10376425,Parisian Studio in a Hausmannien Building,53410581,Axel,Popincourt,48.86261,2.37143,Entire home/apt,69,1,132,1,194,0,2,False,1,0,0,0
11173,10381724,Modern and spacious loft design.,25690343,Severine &  Riego,Entrepôt,48.87376,2.36041,Entire home/apt,210,5,19,1,254,0,4,False,1,0,0,0
11177,10386772,FOLIE & MACARON - 2BR - 5P,29256210,Richard,Popincourt,48.86247,2.37379,Entire home/apt,230,365,31,1,194,0,5,False,1,0,0,0
11181,10395558,stylish apartment near République,14269836,Mieke,Popincourt,48.86764,2.3779,Entire home/apt,112,365,12,1,358,0,2,False,1,0,0,0
11184,10401271,3 bedrooms Paris 15th Eiffel Tower area,21630783,Pierre,Vaugirard,48.852,2.28919,Entire home/apt,340,180,29,86,365,0,6,False,1,0,0,0
11185,10401878,Beautiful flat 2 bedrooms Paris Eiffel Tower area,21630783,Pierre,Vaugirard,48.84412,2.30101,Entire home/apt,99,30,25,86,315,0,4,True,1,0,0,0
11197,10423725,Rare ! 2 private rooms in a house/terrace !,21846256,Jehanne,Popincourt,48.86532,2.37752,Private room,85,2,89,2,8,6,5,False,0,0,1,0
11199,10425414,SPACIOUS ARTIST LOFT PARIS CENTER 200sqm 4BR,53696240,Florence,Popincourt,48.8514,2.37629,Entire home/apt,261,3,131,1,250,5,8,False,1,0,0,0
11200,10426093,Spacious High-Tech Apt. in lively heart of Paris,1421815,Maxime,Popincourt,48.86344,2.37049,Entire home/apt,119,4,121,1,191,14,4,True,1,0,0,0
11201,10433014,Gorgeous Gem in Le Marais !!!,2107478,Philippe,Temple,48.8611,2.35634,Entire home/apt,102,2,133,83,72,10,2,False,1,0,0,0
11204,10443109,Studio Place de Republique,2462182,Jennifer,Entrepôt,48.86855,2.36363,Entire home/apt,75,4,141,1,162,0,2,False,1,0,0,0
11210,10448544,2 pièces Vavin Luxembourg,53800234,Nicole,Luxembourg,48.84229,2.33307,Entire home/apt,125,5,27,1,338,0,2,False,1,0,0,0
11214,10452233,"Hidden Montmartre, Stylish Top Floor with a Vue.",8698708,Juliette,Buttes-Montmartre,48.887211,2.335091,Entire home/apt,100,5,2,1,63,0,3,True,1,0,0,0
11215,10461161,Luxury apartment in Champs-Élysées,37257464,Salim,Élysée,48.87106,2.30105,Entire home/apt,580,3,10,2,354,0,5,False,1,0,0,0
11217,10462453,Paris Italie,53912011,Latifa,Gobelins,48.8269,2.35767,Private room,53,3,125,1,60,0,2,False,0,0,1,0
11223,10466472,Cozy apartment Marais Bastille,53932677,Valentina,Popincourt,48.85782,2.36937,Entire home/apt,69,4,13,2,341,1,2,False,1,0,0,0
11225,10468931,Beau studio à Menilmontant,53948169,Rose,Ménilmontant,48.87004,2.38926,Entire home/apt,45,4,23,1,191,5,2,False,1,0,0,0
11233,10481464,Cosy appartment near Bastille - 484 ft2,54025728,Vincent,Reuilly,48.84969,2.37676,Entire home/apt,130,1,245,3,271,9,4,False,1,0,0,0
11241,10503507,Beautiful room in Paris,24738838,Dalibor,Entrepôt,48.8711,2.37261,Private room,45,4,20,3,236,5,2,False,0,0,1,0
11242,10504689,A room in Paris,24738838,Dalibor,Entrepôt,48.87092,2.37296,Private room,43,4,27,3,242,3,1,False,0,0,1,0
11244,10505664,Historic district 1BD 6 people loft,2526137,Gilian,Bourse,48.8639,2.3506,Entire home/apt,138,2,328,6,301,9,6,False,1,0,0,0
11246,10506534,My NestInn Paris Mouffetard-Heart of Latin Quarter,2087129,Philippe,Panthéon,48.84267,2.35419,Entire home/apt,185,1,80,4,235,18,3,False,1,0,0,0
11248,10508140,"Romantic 1 bd flat, View over Paris",9121892,Antoine,Hôtel-de-Ville,48.85152,2.35373,Entire home/apt,195,4,49,1,290,7,3,False,1,0,0,0
11249,10509789,chambre avec douche et WC,6238395,Catherine,Palais-Bourbon,48.85088,2.30282,Private room,120,1,26,1,365,0,2,False,0,0,1,0
11252,10514296,"New loft canal St Martin  Paris, 6p",525712,François,Entrepôt,48.87764,2.36486,Entire home/apt,150,2,33,1,355,1,4,False,1,0,0,0
11253,10514687,Champs Elysées/Ternes/Maillot,54211095,Gerald,Batignolles-Monceau,48.8824,2.29241,Entire home/apt,39,365,0,1,365,0,2,False,1,0,0,0
11254,10515587,City Center Beaubourg 1BD 6 people,2526137,Gilian,Louvre,48.86334,2.35045,Entire home/apt,100,2,279,6,330,8,6,False,1,0,0,0
11257,10515799,"Duplex, 90 m2,  quiet and bright",4182965,Guillaume,Buttes-Montmartre,48.88863,2.32649,Entire home/apt,110,3,34,1,191,7,6,True,1,0,0,0
11259,10516595,Maison avec chambres doubles à Gambetta,8118126,Gwénaël,Ménilmontant,48.8701,2.40345,Private room,55,2,7,1,1,4,4,False,0,0,1,0
11261,10519494,cosy open space 5 mn Champs Elysées,54234817,Silver,Passy,48.87647,2.28449,Entire home/apt,108,365,20,2,3,0,3,True,1,0,0,0
11268,10533563,Sweet Inn | Modern 3BR Apt in XIV arrondissement,7612270,Sweet Inn,Observatoire,48.82438,2.32143,Entire home/apt,205,2,52,41,200,7,8,False,1,0,0,0
11271,10535788,Spacious renovated apartment near the Louvre,44611593,Guillaume Et Penelope,Louvre,48.86442,2.34472,Entire home/apt,189,2,247,5,347,23,4,False,1,0,0,0
11272,10538360,Logement charmant,40153497,Anis,Buttes-Chaumont,48.88994,2.38482,Entire home/apt,56,365,210,2,14,105,4,False,1,0,0,0
11283,10555952,Sweet Inn | Contemporary 2BR XIV arrondissement,7612270,Sweet Inn,Observatoire,48.82438,2.32143,Entire home/apt,208,2,14,41,189,1,6,False,1,0,0,0
11287,10560442,Beautiful studio apartment at the foot of the Sacré Coeur,54468945,Jean-Sylvain,Buttes-Montmartre,48.88487,2.34578,Entire home/apt,85,5,72,1,353,0,2,True,1,0,0,0
11288,10561667,Studio 32 m2 -WIFI Trocadero Tour Eiffel Quiet,54476047,Anne-Caroline,Passy,48.85482,2.27584,Entire home/apt,75,7,22,1,284,0,1,False,1,0,0,0
11291,10563145,"Danholmen, 2BR/2BA, 6 people",7642792,Ludovic,Temple,48.86202,2.36404,Entire home/apt,277,1,3,193,325,3,6,False,1,0,0,0
11293,10579248,With the great view on Eiffel Tower,46842982,Wolfwolf,Vaugirard,48.84876,2.29314,Entire home/apt,130,1,263,1,139,5,2,True,1,0,0,0
11298,10584855,Haussmann-Opéra APTHOTEL 130M2,54589835,Patrick,Opéra,48.88086,2.33433,Entire home/apt,400,3,174,1,263,3,6,False,1,0,0,0
11299,10585822,Vue sur la Seine,54612209,Vida,Vaugirard,48.848,2.28041,Private room,85,2,192,1,84,0,2,False,0,0,1,0
11300,10586287,Mega Eiffel Tower View,7608379,Alexis,Palais-Bourbon,48.85837,2.29551,Entire home/apt,666,365,19,37,321,0,8,False,1,0,0,0
11301,10586419,Montparnasse au calme avec balcon,6088368,Michèle,Luxembourg,48.84536,2.32377,Entire home/apt,181,3,31,1,362,0,4,False,1,0,0,0
11305,10601074,Comfortable flat with view in Paris,2673116,Axelle,Buttes-Chaumont,48.87889,2.396,Entire home/apt,100,3,38,1,294,4,6,True,1,0,0,0
11310,10610570,Cosy flat 2 pers Paris Montparnasse+ u.ground park,24323911,Luke,Vaugirard,48.83697,2.31222,Entire home/apt,80,3,15,1,148,10,2,True,1,0,0,0
11311,10614603,Studio in Montmartre,54776077,Vladimir,Buttes-Montmartre,48.88688,2.34813,Private room,50,1,350,1,301,41,2,False,0,0,1,0
11312,10618668,"Bastille, calm and great standing",54802924,Anna,Popincourt,48.85521,2.37585,Entire home/apt,140,91,60,1,134,0,2,False,1,0,0,0
11315,10622828,65m² right by the Rue Mouffetard,9012829,Anne-Lise,Panthéon,48.84043,2.34893,Entire home/apt,150,2,52,2,135,1,6,False,1,0,0,0
11318,10625291,Chambre dans maison de charme Paris,50376407,Isabelle G,Gobelins,48.83064,2.36812,Private room,40,3,196,3,336,18,1,False,0,0,1,0
11321,10631901,Logement d'artiste,54877532,Maé,Observatoire,48.83215,2.32412,Entire home/apt,55,60,17,1,222,0,2,False,1,0,0,0
11326,10642085,Sunny 2-Bedroom with a Great View,29370580,Marie,Vaugirard,48.83358,2.29379,Entire home/apt,192,5,23,2,2,0,4,True,1,0,0,0
11327,10642925,Paris 9ème proche Montmartre,12805170,Alexandre,Opéra,48.87925,2.34825,Entire home/apt,95,3,64,1,82,1,2,True,1,0,0,0
11328,10643968,Charming 1 bd. apt. in Montmartre w/ balcony 43m2,4520842,Florian,Buttes-Montmartre,48.89242,2.34102,Entire home/apt,85,2,25,1,2,4,2,True,1,0,0,0
11329,10644087,Studio in the center of Paris (6e),16132488,Catherine,Luxembourg,48.84761,2.3268,Entire home/apt,120,2,14,1,314,0,2,False,1,0,0,0
11331,10646993,Mon escale.,54977427,Martine,Buttes-Montmartre,48.89316,2.32781,Entire home/apt,70,2,79,1,260,1,2,False,1,0,0,0
11334,10648045,Studio35m Terrasse7m Canal Saint Martin République,17262611,Mizrah,Popincourt,48.86845,2.36772,Entire home/apt,101,1,1,1,37,1,2,False,1,0,0,0
11339,10654235,Private Loft Parc des Expositions Georges Brassens,24101578,Anne-Cécile,Vaugirard,48.82936,2.30359,Entire home/apt,90,2,135,1,191,7,3,False,1,0,0,0
11341,10665993,Double bedroom & private bathroom,2963683,Quitterie,Luxembourg,48.84754,2.34007,Private room,80,2,9,1,87,0,2,False,0,0,1,0
11342,10666247,Cosy studio near Champs Elysees,37257464,Salim,Élysée,48.87093,2.30114,Private room,62,4,153,2,51,4,2,True,0,0,1,0
11344,10668107,Fourth Floor Apartment,10574661,Carolyn,Temple,48.86104,2.36374,Entire home/apt,120,4,28,9,145,0,3,True,1,0,0,0
11345,10669323,The Secret - Eiffel Tower,7608379,Alexis,Palais-Bourbon,48.8582,2.29737,Entire home/apt,749,365,49,37,316,1,6,False,1,0,0,0
11350,10679206,"Home Sweet Home Apart Near ""La Villette"" _4People",54650377,Hélène,Buttes-Chaumont,48.89477,2.38035,Entire home/apt,70,3,7,1,1,0,4,False,1,0,0,0
11351,10680243,Nice Studio at Parc Monceau 8th arrondissement of Paris,19887767,Eric,Élysée,48.87723,2.3068,Entire home/apt,100,5,146,1,342,2,2,True,1,0,0,0
11352,10681481,Chic in Hipsterland Paris,55174556,Chic,Popincourt,48.8658,2.37472,Entire home/apt,260,2,71,1,322,2,6,True,1,0,0,0
11354,10691086,Bel appart 51m2 dans le 18ème,10693225,Emilie,Buttes-Montmartre,48.88914,2.35537,Private room,28,30,19,1,255,0,2,False,0,0,1,0
11356,10693119,Charming studio across from the Eiffel Tower,2691964,Ayette,Vaugirard,48.85307,2.28985,Entire home/apt,108,365,91,1,269,0,2,False,1,0,0,0
11357,10693375,"large charming flat, 2-room appartment near center",55150851,Rebecca,Vaugirard,48.83973,2.2971,Entire home/apt,99,365,36,1,358,0,3,True,1,0,0,0
11359,10695048,Private bedroom in the Marais,7180052,Ghislaine,Temple,48.86188,2.364,Private room,50,2,39,2,99,0,2,False,0,0,1,0
11360,10695551,Studio au coeur des Batignolles,55258493,Odile,Batignolles-Monceau,48.88747,2.31947,Entire home/apt,50,5,103,1,285,12,2,False,1,0,0,0
11361,10696686,Green Paris auteuil amazing View,152242,Delphine,Passy,48.85937,2.26682,Entire home/apt,280,365,0,69,364,0,6,False,1,0,0,0
11364,10697998,Quaint & lovely 2 bedrooms,5373275,Tim,Batignolles-Monceau,48.88784,2.32348,Entire home/apt,175,4,0,1,102,0,6,False,1,0,0,0
11370,10716513,"Cottage, 3BR/3BA, 7 people",7642792,Ludovic,Temple,48.86395,2.36422,Entire home/apt,482,4,12,193,298,0,7,False,1,0,0,0
11371,10717033,Paris 18ème - Proche Montmartre - Accès métro,21341116,Denis,Buttes-Montmartre,48.89713,2.35924,Entire home/apt,30,365,208,1,191,34,2,False,1,0,0,0
11373,10725859,Appartement familial dans le Marais,55434167,Thierry,Temple,48.85777,2.36344,Entire home/apt,600,3,50,1,365,0,7,False,1,0,0,0
11378,10737313,Bail Mobilité: 2 Pièces 40m2 Refait à Neuf,55507266,Cedric,Gobelins,48.83629,2.35538,Entire home/apt,55,30,9,1,164,0,2,False,1,0,0,0
11380,10740199,Charming Marais,55522104,Gilles,Hôtel-de-Ville,48.85828,2.35597,Entire home/apt,160,3,135,1,175,7,2,True,1,0,0,0
11383,10752532,Studio Moderne avec balcon près du Canal St-Martin,9752263,Boris,Entrepôt,48.88017,2.36517,Entire home/apt,53,5,5,1,73,0,2,False,1,0,0,0
11386,10761926,Grande chambre près de Montmartre,34414794,Katia,Buttes-Montmartre,48.89358,2.33574,Private room,55,3,43,3,222,0,2,False,0,0,1,0
11390,10774958,Appart familial comme une maison,16082119,Charlotte,Batignolles-Monceau,48.89414,2.32102,Entire home/apt,160,6,13,1,222,0,8,False,1,0,0,0
11392,10775850,Loft Familial renové centre Paris,18876,Melanie,Entrepôt,48.87089,2.3512,Entire home/apt,196,365,19,1,221,1,8,False,1,0,0,0
11393,10777269,Private room studette by Arc de Triomphe,55744190,Vita,Élysée,48.87508,2.30891,Private room,65,1,235,1,351,0,2,False,0,0,1,0
11394,10777329,"Visit Paris, comfortable accommodation - 4 people",41061937,Franck & Edwige,Reuilly,48.83445,2.40034,Entire home/apt,85,60,24,1,10,0,4,False,1,0,0,0
11395,10777476,Beautiful Loft! 100m2,7233383,Max,Reuilly,48.84935,2.38472,Entire home/apt,159,3,29,1,305,0,6,False,1,0,0,0
11400,10787328,Studio meublé 25m² métro LaChapelle,55816102,Abdelkader,Buttes-Montmartre,48.88635,2.35696,Entire home/apt,58,30,1,1,252,1,3,False,1,0,0,0
11401,10793248,Logement indépendant  Pont Mirabeau longs séjours,55856643,Sylvia,Vaugirard,48.8444,2.27855,Private room,58,30,27,1,60,2,1,False,0,0,1,0
11405,10800486,A typical Parisian apartment:,55902343,Pauline Et Marc,Vaugirard,48.8389,2.29456,Entire home/apt,300,365,58,2,365,0,6,False,1,0,0,0
11407,10805803,"Bright, Quiet & Central Apartment in Paris",7262620,Romain,Louvre,48.86557,2.34021,Entire home/apt,110,3,46,1,191,6,2,True,1,0,0,0
11409,10808065,Charming Flat next to République,24544734,Henri,Popincourt,48.86749,2.36563,Entire home/apt,90,4,52,1,263,2,2,False,1,0,0,0
11411,10810009,Chambre Privée Charming Bedroom*****,28223063,Mary And Régis,Luxembourg,48.85171,2.33805,Private room,91,5,9,2,252,0,2,True,0,0,1,0
11418,10824038,Amazing apartment in le Marais,56045135,Nathalie,Temple,48.86658,2.36159,Entire home/apt,151,3,154,2,181,9,3,False,1,0,0,0
11426,10833783,Charmant 2 pièces Paris Centre,2406177,David,Louvre,48.86284,2.34543,Entire home/apt,90,30,5,1,267,0,2,False,1,0,0,0
11431,10844981,Cosy apartment in heart of Marais,17009998,Khanh Brice,Hôtel-de-Ville,48.85657,2.3595,Entire home/apt,90,2,240,2,196,13,2,False,1,0,0,0
11435,10850716,Marais/Bretagne Lovely One Bedroom,50188474,Pierre,Popincourt,48.86548,2.36569,Entire home/apt,184,4,175,5,325,19,3,False,1,0,0,0
11443,10873534,In the heart of medieval Paris.,53441371,Daniela,Louvre,48.86318,2.35025,Entire home/apt,70,2,162,1,35,7,2,False,1,0,0,0
11444,10873989,"Volubily, 3BR/1BA, 6 people",52747859,Laurent,Temple,48.85869,2.36039,Entire home/apt,328,60,3,15,274,0,6,False,1,0,0,0
11445,10876807,bright and sunny appartment,10077314,Micheline,Popincourt,48.86302,2.3809,Entire home/apt,85,30,15,1,343,0,3,False,1,0,0,0
11450,10884388,Duplex 160m2 next to Champs Elysées,12136845,Alexandre,Passy,48.87097,2.2874,Entire home/apt,249,3,76,22,153,0,7,False,1,0,0,0
